State, Facility Name, Facility ID (ORISPL), Month, Year, Gross Load (MW-h), SO2 (tons), NOx (tons), CO2 (short tons), Heat Input (MMBtu)
"MD","Chalk Point","1571","12","2016","96980.2","95.723","55.131","105096.833","1037001.771",
"MD","Dickerson","1572","1","2016","45987.75","21.382","51.518","43378.28","425962.818",
"MD","Dickerson","1572","2","2016","96501.46","53.578","116.972","92459.731","935033.443",
"MD","Dickerson","1572","3","2016","23602.09","4.693","18.813","18267.036","261859.541",
"MD","Dickerson","1572","4","2016","119221.61","68.385","131.639","109838.048","1259039.786",
"MD","Dickerson","1572","5","2016","35856.7","19.514","38.063","35604.244","394393.097",
"MD","Dickerson","1572","6","2016","59836.64","21.486","54.219","54061.813","674953.361",
"MD","Dickerson","1572","7","2016","211316.23","88.248","199.626","193320.841","2273794.365",
"MD","Dickerson","1572","8","2016","184540.63","62.298","163.314","161633.335","2016057.793",
"MD","Dickerson","1572","9","2016","171169.2","66.999","162.78","154340.207","1795542.901",
"MD","Dickerson","1572","10","2016","17149.75","4.424","20.051","21042.105","291680.106",
"MD","Dickerson","1572","11","2016","5683.24","5.414","7.471","6632.421","64643.377",
"MD","Dickerson","1572","12","2016","16254.49","12.638","17.344","14996.18","147820.418",
"MD","Gould Street","1553","1","2016",,,,,,
"MD","Gould Street","1553","2","2016",,,,,,
"MD","Gould Street","1553","3","2016",,,,,,
"MD","Gould Street","1553","4","2016",,,,,,
"MD","Gould Street","1553","5","2016","3494.16","0.013","3.531","2476.797","41689.884",
"MD","Gould Street","1553","6","2016","2276.63","0.009","2.278","1686.047","28375.407",
"MD","Gould Street","1553","7","2016","8011.72","0.029","8.121","5655.806","95174.623",
"MD","Gould Street","1553","8","2016","3610.41","0.013","3.731","2493.063","41947.03",
"MD","Gould Street","1553","9","2016","2848.06","0.01","2.967","1922.746","32355.679",
"MD","Gould Street","1553","10","2016",,,,,,
"MD","Gould Street","1553","11","2016",,,,,,
"MD","Gould Street","1553","12","2016",,,,,,
"MD","Herbert A Wagner","1554","1","2016","119669.65","865.934","45.63","123119.438","1246681.518",
"MD","Herbert A Wagner","1554","2","2016","40702.42","290.292","60.984","44920.25","462250.906",
"MD","Herbert A Wagner","1554","3","2016","139314.15","911.463","63.784","136354.089","1348294.943",
"MD","Herbert A Wagner","1554","4","2016","158455","932.963","52.963","152414.584","1486048.26",
"MD","Herbert A Wagner","1554","5","2016","27271.39","162.94","14.501","27930.177","291031.611",
"MD","Herbert A Wagner","1554","6","2016","111786.59","664.177","38.46","112043.223","1124492.116",
"MD","Herbert A Wagner","1554","7","2016","178484.59","1062.733","68.75","179178.332","1820523.179",
"MD","Herbert A Wagner","1554","8","2016","184490.36","1010.505","60.859","180012.404","1805003.527",
"MD","Herbert A Wagner","1554","9","2016","152054.95","853.542","53.582","140026.579","1440718.863",
"MD","Herbert A Wagner","1554","10","2016","146744.79","695.161","67.312","132347.997","1397232.063",
"MD","Herbert A Wagner","1554","11","2016","3727.51","16.75","5.224","4941.397","57720.372",
"MD","Herbert A Wagner","1554","12","2016","61687.28","369.169","29.465","65896.423","642259.664",
"MD","Morgantown","1573","1","2016","368244.32","216.251","90.186","350077.916","3415265.701",
"MD","Morgantown","1573","2","2016","486393.34","336.259","100.582","448302.978","4372363.231",
"MD","Morgantown","1573","3","2016","372356.85","193.961","68.761","344273.277","3355488.658",
"MD","Morgantown","1573","4","2016","118592.18","54.728","23.126","113733.526","1109443.529",
"MD","Morgantown","1573","5","2016","376152.73","153.865","71.502","347997.691","3392558.77",
"MD","Morgantown","1573","6","2016","613941.6","409.721","95.759","554966.754","5409032.128",
"MD","Morgantown","1573","7","2016","559089.04","267.196","91.189","524586.459","5113916.879",
"MD","Morgantown","1573","8","2016","603223","336.037","108.742","561816.455","5484027.98",
"MD","Morgantown","1573","9","2016","604193.43","260.316","101.318","557981.3","5440595.5",
"MD","Morgantown","1573","10","2016","520887.7","247.485","78.935","469735.091","4578320.35",
"MD","Morgantown","1573","11","2016","191119.23","123.507","30.12","187137.728","1823958.718",
"MD","Morgantown","1573","12","2016","365159.24","208.984","60.091","340169.739","3316337.324",
"MD","Perryman","1556","1","2016","10425.68","0.327","9.508","8744.045","108419.004",
"MD","Perryman","1556","2","2016","26563.33","0.423","14.145","20527.455","298119.541",
"MD","Perryman","1556","3","2016","72170.43","0.262","13.221","48867.367","821064.775",
"MD","Perryman","1556","4","2016","58595.75","0.241","15.739","40307.409","669542.815",
"MD","Perryman","1556","5","2016","69338.21","0.267","17.476","46758.879","784342.166",
"MD","Perryman","1556","6","2016","54245.39","0.246","18.805","37051.028","618809.222",
"MD","Perryman","1556","7","2016","69353.37","0.475","14.146","44210.695","738581.214",
"MD","Perryman","1556","8","2016","97252.49","0.918","34.843","63972.167","1061632.089",
"MD","Perryman","1556","9","2016","42969.64","0.148","6.593","24955.544","415157.189",
"MD","Perryman","1556","10","2016","57481.79","0.165","2.841","32557.074","547193.281",
"MD","Perryman","1556","11","2016","9490.38","0.027","0.851","5423.819","90853.687",
"MD","Perryman","1556","12","2016","2221.72","0.037","2.863","1728.363","22987.192",
"MD","Riverside","1559","1","2016",,,,,,
"MD","Riverside","1559","2","2016",,,,,,
"MD","Riverside","1559","3","2016",,,,,,
"MD","Riverside","1559","4","2016",,,,,,
"MD","Riverside","1559","5","2016",,,,,,
"MD","Riverside","1559","6","2016",,,,,,
"MD","Riverside","1559","7","2016",,,,,,
"MD","Riverside","1559","8","2016",,,,,,
"MD","Riverside","1559","9","2016",,,,,,
"MD","Riverside","1559","10","2016",,,,,,
"MD","Riverside","1559","11","2016",,,,,,
"MD","Riverside","1559","12","2016",,,,,,
"MD","Rock Springs Generating Facility","7835","1","2016","542.7","0.002","0.12","330.035","5553.105",
"MD","Rock Springs Generating Facility","7835","2","2016","6704.66","0.02","1.083","4004.05","67374.036",
"MD","Rock Springs Generating Facility","7835","3","2016","1999.85","0.006","0.319","1204.574","20269.058",
"MD","Rock Springs Generating Facility","7835","4","2016","19936.1","0.062","3.487","12154.436","204523.387",
"MD","Rock Springs Generating Facility","7835","5","2016","35574.72","0.111","5.798","21796.968","366771.058",
"MD","Rock Springs Generating Facility","7835","6","2016","69908.34","0.217","11.609","42966.555","723002.564",
"MD","Rock Springs Generating Facility","7835","7","2016","251099.8","0.79","38.914","156339.547","2630679.75",
"MD","Rock Springs Generating Facility","7835","8","2016","286618.1","0.897","45.897","177716.368","2990403.14",
"MD","Rock Springs Generating Facility","7835","9","2016","157461.39","0.491","25.467","97226.417","1636021.513",
"MD","Rock Springs Generating Facility","7835","10","2016","34323.66","0.106","6.06","21032.279","353904.945",
"MD","Rock Springs Generating Facility","7835","11","2016",,,,,,
"MD","Rock Springs Generating Facility","7835","12","2016","11042.8","0.034","1.978","6765.84","113849.109",
"MD","Vienna","1564","1","2016","144.4","9.333","0.784","1403.862","17305.051",
"MD","Vienna","1564","2","2016","337","8.075","1.496","1165.745","14369.748",
"MD","Vienna","1564","3","2016",,,,,,
"MD","Vienna","1564","4","2016",,,,,,
"MD","Vienna","1564","5","2016","0","0.211","0.014","46.868","578.644",
"MD","Vienna","1564","6","2016","2157.62","18.652","4.958","2506.874","30897.86",
"MD","Vienna","1564","7","2016",,,,,,
"MD","Vienna","1564","8","2016","0","0.029","0.006","35.979","443.613",
"MD","Vienna","1564","9","2016",,,,,,
"MD","Vienna","1564","10","2016","1038.33","15.084","2.378","2141.625","26398.369",
"MD","Vienna","1564","11","2016",,,,,,
"MD","Vienna","1564","12","2016","716.79","6.588","1.581","923.995","11385.988",
"MD","Westport","1560","1","2016",,,,,,
"MD","Westport","1560","2","2016",,,,,,
"MD","Westport","1560","3","2016","1077.35","0.006","3.525","1157.359","19476.275",
"MD","Westport","1560","4","2016","10280.63","0.055","34.672","10816.848","182005.19",
"MD","Westport","1560","5","2016","6937.48","0.034","21.728","6778.222","114058.029",
"MD","Westport","1560","6","2016","3935.74","0.019","12.299","3836.78","64559.562",
"MD","Westport","1560","7","2016","9961.46","0.048","30.638","9557.253","160828.001",
"MD","Westport","1560","8","2016","14530.75","0.07","44.196","13787.254","232003.318",
"MD","Westport","1560","9","2016","6881.06","0.033","20.767","6478.524","109013.003",
"MD","Westport","1560","10","2016","9315.18","0.043","27.584","8604.889","144798.823",
"MD","Westport","1560","11","2016","5.52","0","0.041","12.874","216.72",
"MD","Westport","1560","12","2016",,,,,,
"ME","Maine Independence Station","55068","1","2016","50130.66","0.182","4.825","36195.831","609040.015",
"ME","Maine Independence Station","55068","2","2016","27337.69","0.105","3.327","20798.934","349954.269",
"ME","Maine Independence Station","55068","3","2016","4077.48","0.016","0.548","3091.918","52023.182",
"ME","Maine Independence Station","55068","4","2016","6241.45","0.023","1.096","4574.459","76981.726",
"ME","Maine Independence Station","55068","5","2016","8557.89","0.032","1.503","6277.245","105632.595",
"ME","Maine Independence Station","55068","6","2016","31089.54","0.119","3.579","23400.338","393678.445",
"ME","Maine Independence Station","55068","7","2016","71347.55","0.258","6.845","51044.27","858956.965",
"ME","Maine Independence Station","55068","8","2016","87291.57","0.315","8.561","62248.157","1047428.477",
"ME","Maine Independence Station","55068","9","2016","46175.94","0.17","5.408","33662.034","566432.078",
"ME","Maine Independence Station","55068","10","2016","3820.33","0.015","0.842","3062.787","51531.341",
"ME","Maine Independence Station","55068","11","2016",,,,,,
"ME","Maine Independence Station","55068","12","2016","4155.46","0.016","0.984","3253.795","54750.802",
"ME","Rumford Power","55100","1","2016","7419.94","0.017","0.794","3301.268","55544.892",
"ME","Rumford Power","55100","2","2016","3862.06","0.009","0.386","1706.149","28711.306",
"ME","Rumford Power","55100","3","2016","3633.83","0.009","0.393","1725.995","29045.608",
"ME","Rumford Power","55100","4","2016","34516.76","0.073","2.323","14521.519","244361.911",
"ME","Rumford Power","55100","5","2016","28215.25","0.063","2.084","12432.497","209206.91",
"ME","Rumford Power","55100","6","2016","19681.71","0.043","1.823","8602.543","144750.736",
"ME","Rumford Power","55100","7","2016","90621.95","0.196","5.566","38902.906","654609.18",
"ME","Rumford Power","55100","8","2016","103667.82","0.224","6.57","44437.479","747752.093",
"ME","Rumford Power","55100","9","2016","47544.28","0.103","3.401","20490.699","344797.656",
"ME","Rumford Power","55100","10","2016","57438.73","0.127","3.759","25192.31","423924.15",
"ME","Rumford Power","55100","11","2016","0.08","0","0.004","3.366","56.72",
"ME","Rumford Power","55100","12","2016","27805.49","0.062","2.477","12193.411","205182.347",
"ME","Westbrook Energy Center","55294","1","2016","280799.5","0.543","14.51","107570.219","1810078.603",
"ME","Westbrook Energy Center","55294","2","2016","236946.06","0.462","11.515","91461.108","1539021.885",
"ME","Westbrook Energy Center","55294","3","2016","82185.56","0.161","4.263","31870.592","536278.376",
"ME","Westbrook Energy Center","55294","4","2016","165433.49","0.329","6.253","65023.007","1094131.834",
"ME","Westbrook Energy Center","55294","5","2016","246538.8","0.489","11.985","96859.929","1629851.831",
"ME","Westbrook Energy Center","55294","6","2016","188368.7","0.375","10.314","74371.015","1251440.224",
"ME","Westbrook Energy Center","55294","7","2016","266933.34","0.532","12.386","105278.756","1771512.724",
"ME","Westbrook Energy Center","55294","8","2016","274752.17","0.545","12.549","107888.406","1815451.159",
"ME","Westbrook Energy Center","55294","9","2016","144763","0.286","7.141","56678.686","953743.596",
"ME","Westbrook Energy Center","55294","10","2016","199213.21","0.396","10.619","78399.5","1319228.774",
"ME","Westbrook Energy Center","55294","11","2016","172649.57","0.343","9.476","67940.511","1143223.504",
"ME","Westbrook Energy Center","55294","12","2016","85146","0.17","5.647","33651.09","566232.691",
"ME","William F Wyman","1507","1","2016","22420.18","68.448","15.745","18706.866","218226.408",
"ME","William F Wyman","1507","2","2016","57142.76","173.878","40.776","45971.796","535984.303",
"ME","William F Wyman","1507","3","2016","0","0.106","0.018","25.503","296.419",
"ME","William F Wyman","1507","4","2016","4.7","0.162","0.037","39","453.633",
"ME","William F Wyman","1507","5","2016",,,,,,
"ME","William F Wyman","1507","6","2016","5749","21.503","5.426","5382.006","62629.983",
"ME","William F Wyman","1507","7","2016","3738.12","18.148","4.177","4313.386","50100.866",
"ME","William F Wyman","1507","8","2016","9572.74","39.979","9.002","9487.984","110174.986",
"ME","William F Wyman","1507","9","2016","0","2.817","0.439","692.71","8041.99",
"ME","William F Wyman","1507","10","2016","177","11.962","2.34","2824.267","32798.369",
"ME","William F Wyman","1507","11","2016","2018.52","10.584","3.356","2594.614","30179.718",
"ME","William F Wyman","1507","12","2016","3282.75","13.315","3.221","3514.307","40956.359",
"MI","48th Street Peaking Station","7258","1","2016","24.26","0","0.028","35.642","599.355",
"MI","48th Street Peaking Station","7258","2","2016","232.47","0.001","0.098","162.157","2727.645",
"MI","48th Street Peaking Station","7258","3","2016","0","0","0.002","2.045","34.296",
"MI","48th Street Peaking Station","7258","4","2016",,,,,,
"MI","48th Street Peaking Station","7258","5","2016","445.74","0.04","0.296","340.151","5496.918",
"MI","48th Street Peaking Station","7258","6","2016","9415.63","0.031","6.086","6196.393","104273.278",
"MI","48th Street Peaking Station","7258","7","2016","2276.96","0.007","0.861","1299.915","21871.683",
"MI","48th Street Peaking Station","7258","8","2016","6653.75","0.017","1.437","3373.836","56777.295",
"MI","48th Street Peaking Station","7258","9","2016","1450.54","0.063","0.406","807.577","13246.407",
"MI","48th Street Peaking Station","7258","10","2016","520.78","0.004","0.393","337.775","5669.629",
"MI","48th Street Peaking Station","7258","11","2016","1289.48","0.004","0.708","757.446","12745.568",
"MI","48th Street Peaking Station","7258","12","2016","342.27","0.001","0.208","233.874","3936.097",
"MI","Alpine Power Plant","59926","4","2016",,,,,,
"MI","Alpine Power Plant","59926","5","2016","2794.92","0.015","0.806","2972.5","50368.7",
"MI","Alpine Power Plant","59926","6","2016","38902.24","0.141","7.693","28393.7","481088.3",
"MI","Alpine Power Plant","59926","7","2016","88342.1","0.298","16.259","60010.7","1016774",
"MI","Alpine Power Plant","59926","8","2016","80070.3","0.274","14.931","55111","933747",
"MI","Alpine Power Plant","59926","9","2016","41782.6","0.14","7.577","27965.9","473826.5",
"MI","Alpine Power Plant","59926","10","2016","56197.4","0.209","11.377","41991.1","711455.5",
"MI","Alpine Power Plant","59926","11","2016","28674.9","0.114","6.233","23005.3","389777",
"MI","Alpine Power Plant","59926","12","2016","22293","0.081","4.447","16414.9","278120",
"MI","B C Cobb","1695","1","2016","177231.5","777.639","181.762","174852.398","1667176.454",
"MI","B C Cobb","1695","2","2016","173814","758.876","187.175","169788.62","1618880.38",
"MI","B C Cobb","1695","3","2016","181807.1","863.424","194.729","174337.984","1662270.034",
"MI","B C Cobb","1695","4","2016","78025.21","312.417","79.764","74678.842","712035.59",
"MI","B C Cobb","1695","5","2016",,,,,,
"MI","B C Cobb","1695","6","2016",,,,,,
"MI","Belle River","6034","1","2016","674914.47","2017.697","717.397","695625.207","6642277.846",
"MI","Belle River","6034","2","2016","534030.95","1564.457","557.424","557702.73","5342517.151",
"MI","Belle River","6034","3","2016","360890.77","981.765","394.941","383559.851","3701196.004",
"MI","Belle River","6034","4","2016","98043.16","146.123","54.794","84553.673","1050417.227",
"MI","Belle River","6034","5","2016","292744.77","853.479","264.001","303599.282","2953191.13",
"MI","Belle River","6034","6","2016","789371.56","2343.636","710.653","795918.986","7725742.607",
"MI","Belle River","6034","7","2016","825745.48","2357.793","716.449","829383.966","8192665.15",
"MI","Belle River","6034","8","2016","772068.15","2044.691","723.022","785663.199","7859003.706",
"MI","Belle River","6034","9","2016","831154.04","2291.391","838.147","859137.926","8358731.433",
"MI","Belle River","6034","10","2016","684238.46","1858.622","620.613","696086.581","6861366.557",
"MI","Belle River","6034","11","2016","692329.19","2109.092","615.007","705678.719","6900351.68",
"MI","Belle River","6034","12","2016","757468.76","2259.961","840.242","780931.178","7456636.915",
"MI","Cadillac Renewable Energy","54415","1","2016","10675","4.929","15.65",,"212445.9",
"MI","Cadillac Renewable Energy","54415","2","2016","10126","4.653","14.783",,"200578",
"MI","Cadillac Renewable Energy","54415","3","2016","7511","4.01","12.645",,"172857.29",
"MI","Cadillac Renewable Energy","54415","4","2016","10445","4.673","14.69",,"201444.2",
"MI","Cadillac Renewable Energy","54415","5","2016","10433.27","4.441","14",,"191409.361",
"MI","Cadillac Renewable Energy","54415","6","2016","11812","4.555","14.39",,"196358.5",
"MI","Cadillac Renewable Energy","54415","7","2016","15064","5.395","16.578",,"232585.8",
"MI","Cadillac Renewable Energy","54415","8","2016","16644","5.875","18.175",,"253190.3",
"MI","Cadillac Renewable Energy","54415","9","2016","10427.1","4.076","12.676",,"175690.03",
"MI","Cadillac Renewable Energy","54415","10","2016","12734","5.099","15.774",,"219820.2",
"MI","Cadillac Renewable Energy","54415","11","2016","10432","4.392","13.587",,"189316.1",
"MI","Cadillac Renewable Energy","54415","12","2016","14063","5.823","17.587",,"250984.7",
"MI","DTE East China","55718","1","2016","608.55","0.004","0.109","440.25","7404.964",
"MI","DTE East China","55718","2","2016",,,,,,
"MI","DTE East China","55718","3","2016",,,,,,
"MI","DTE East China","55718","4","2016","23656.43","0.084","4.08","16582.891","279034.361",
"MI","DTE East China","55718","5","2016","13347.61","0.046","2.057","9177.192","154433.215",
"MI","DTE East China","55718","6","2016","25334.51","0.09","3.779","17645.895","296927.779",
"MI","DTE East China","55718","7","2016","67784.09","0.248","11.032","48947.883","823342.985",
"MI","DTE East China","55718","8","2016","97686.28","0.347","15.099","68735.467","1156649.932",
"MI","DTE East China","55718","9","2016","33760.28","0.122","5.483","24057.545","404695.558",
"MI","DTE East China","55718","10","2016","11772.68","0.044","2.001","8546.891","143779.659",
"MI","DTE East China","55718","11","2016","4688.22","0.016","0.783","3237.831","54502.338",
"MI","DTE East China","55718","12","2016","15070.38","0.053","2.621","10421.088","175394.714",
"MI","Dan E Karn","1702","1","2016","154093.9","27.389","34.948","162066.62","1545954.986",
"MI","Dan E Karn","1702","2","2016","131003.75","15.236","32.914","141299.695","1348092.793",
"MI","Dan E Karn","1702","3","2016","19231.4","3.275","4.718","21758.998","215047.509",
"MI","Dan E Karn","1702","4","2016","55207","11.392","16.132","61168.755","593860.155",
"MI","Dan E Karn","1702","5","2016","228970.98","72.825","89.261","259300.815","2533656.723",
"MI","Dan E Karn","1702","6","2016","215382.24","49.625","54.904","233601.167","2234236.172",
"MI","Dan E Karn","1702","7","2016","300109.22","73.758","82.506","327600.713","3205874.746",
"MI","Dan E Karn","1702","8","2016","337398","88.444","129.497","430803.951","4556886.194",
"MI","Dan E Karn","1702","9","2016","289226","72.297","84.865","339715.717","3385241.608",
"MI","Dan E Karn","1702","10","2016","276650.02","82.678","94.745","324059.03","3231203.385",
"MI","Dan E Karn","1702","11","2016","116658.38","30.99","32.426","131411.837","1263649.45",
"MI","Dan E Karn","1702","12","2016","280935.9","65.103","60.519","305228.785","2917402.501",
"MI","Dearborn Industrial Generation","55088","1","2016","304263","34.273","42.941","21201.175","3629571.65",
"MI","Dearborn Industrial Generation","55088","2","2016","334369.5","31.164","51.377","38813.6","3836906.6",
"MI","Dearborn Industrial Generation","55088","3","2016","341935.5","33.574","51.565","40321.65","3968943.15",
"MI","Dearborn Industrial Generation","55088","4","2016","310249.5","32.673","45.633","39775.55","3682194.525",
"MI","Dearborn Industrial Generation","55088","5","2016","253027.5","35.009","38.953","30443.4","3239175.025",
"MI","Dearborn Industrial Generation","55088","6","2016","265716.75","33.84","37.717","26781.825","3323489.55",
"MI","Dearborn Industrial Generation","55088","7","2016","200560.5","79.952","30.287","25850.75","2730886.15",
"MI","Dearborn Industrial Generation","55088","8","2016","287605","50.724","40.379","45382.85","3373169.9",
"MI","Dearborn Industrial Generation","55088","9","2016","253083.25","63.528","36.757","22010.65","3128421.475",
"MI","Dearborn Industrial Generation","55088","10","2016","221269.75","47.046","34.453","23961.55","2633369.325",
"MI","Dearborn Industrial Generation","55088","11","2016","325161.75","74.594","47.862","39774.425","3810086.7",
"MI","Dearborn Industrial Generation","55088","12","2016","257332.75","72.238","39.974","15926.175","3164208.125",
"MI","Delray","1728","1","2016",,,,,,
"MI","Delray","1728","2","2016",,,,,,
"MI","Delray","1728","3","2016","292.78","0.001","0.083","199.789","3361.845",
"MI","Delray","1728","4","2016","324.49","0.001","0.088","212.433","3573.665",
"MI","Delray","1728","5","2016",,,,,,
"MI","Delray","1728","6","2016","789.43","0.002","0.24","535.228","9004.138",
"MI","Delray","1728","7","2016","9835.99","0.033","2.966","6528.198","109865.059",
"MI","Delray","1728","8","2016","13248.06","0.044","3.975","8750.66","147234.181",
"MI","Delray","1728","9","2016","6456.45","0.021","1.919","4226.991","71128.877",
"MI","Delray","1728","10","2016","395.49","0.001","0.116","264.343","4446.502",
"MI","Delray","1728","11","2016",,,,,,
"MI","Delray","1728","12","2016",,,,,,
"MI","Eckert Station","1831","1","2016","26329","83.9","35.384","35956.372","342825.426",
"MI","Eckert Station","1831","2","2016","29144.15","93.781","35.705","34805.179","331861.604",
"MI","Eckert Station","1831","3","2016","38164.63","116.08","49.173","46610.97","444422.265",
"MI","Eckert Station","1831","4","2016","37145.09","109.725","48.115","43387.187","413716.012",
"MI","Eckert Station","1831","5","2016","35083.11","107.082","42.482","41448.064","395211.288",
"MI","Eckert Station","1831","6","2016","51861.19","150.45","64.515","62264.602","593687.862",
"MI","Eckert Station","1831","7","2016","99193.46","277.549","125.498","124217.19","1184362.956",
"MI","Eckert Station","1831","8","2016","79806.69","234.127","105.301","103009.826","982179.434",
"MI","Eckert Station","1831","9","2016","45737.6","136.894","59.448","57061.97","544044.63",
"MI","Eckert Station","1831","10","2016","53827.66","166.583","70.047","69648.763","664083.781",
"MI","Eckert Station","1831","11","2016","58367.88","177.925","74.737","75489.442","719773.212",
"MI","Eckert Station","1831","12","2016","59119.24","203.724","74.997","76606.232","730418.015",
"MI","Erickson","1832","1","2016","86863","240.989","117.358","111070.6","1059019.1",
"MI","Erickson","1832","2","2016","77260","211.198","100.994","98509.2","939263.2",
"MI","Erickson","1832","3","2016","59009.83","159.463","76.871","76644.553","730788.687",
"MI","Erickson","1832","4","2016","87836","264.454","115.277","115152.911","1097936.45",
"MI","Erickson","1832","5","2016","87943","263.209","113.268","116907","1114648.1",
"MI","Erickson","1832","6","2016","93715","299.334","118.799","124083.4","1183089.2",
"MI","Erickson","1832","7","2016","100154","292.526","126.8","130566.6","1244930.8",
"MI","Erickson","1832","8","2016","108263","347.017","119.006","138953","1324885.6",
"MI","Erickson","1832","9","2016","69433.8","213.72","64.057","87754.625","836724.77",
"MI","Erickson","1832","10","2016","69250.8","211.648","71.524","87492.12","834216.834",
"MI","Erickson","1832","11","2016",,,,,,
"MI","Erickson","1832","12","2016","30732.24","85.063","34.385","37702.808","359482.744",
"MI","Grayling Generating Station","10822","1","2016",,"0.147","10.858",,"167922.3",
"MI","Grayling Generating Station","10822","2","2016",,"0.127","10.432",,"154593.3",
"MI","Grayling Generating Station","10822","3","2016",,"0.113","10.699",,"160132.7",
"MI","Grayling Generating Station","10822","4","2016",,"0.123","9.154",,"136825.935",
"MI","Grayling Generating Station","10822","5","2016",,"0.187","7.162",,"160789.213",
"MI","Grayling Generating Station","10822","6","2016",,"0.617","12.52",,"241805",
"MI","Grayling Generating Station","10822","7","2016",,"0.923","17.631",,"280328.5",
"MI","Grayling Generating Station","10822","8","2016",,"0.587","13.623",,"233323.5",
"MI","Grayling Generating Station","10822","9","2016",,"0.564","11.451",,"197312.7",
"MI","Grayling Generating Station","10822","10","2016",,"0.416","10.225",,"174344.923",
"MI","Grayling Generating Station","10822","11","2016",,"0.129","9.76",,"162953.7",
"MI","Grayling Generating Station","10822","12","2016",,"0.812","17.432",,"268078.1",
"MI","Greenwood","6035","1","2016","4698.86","0.015","0.74","3111.636","52356.968",
"MI","Greenwood","6035","2","2016","7316.83","0.031","4.659","5507.387","92821.36",
"MI","Greenwood","6035","3","2016","1049.9","0.004","0.169","695.856","11709.144",
"MI","Greenwood","6035","4","2016","36324.46","0.117","11.725","23395.33","393924.576",
"MI","Greenwood","6035","5","2016","56892.15","0.178","42.331","34944.829","589345.935",
"MI","Greenwood","6035","6","2016","72859.08","0.255","49.414","46500.17","784028.648",
"MI","Greenwood","6035","7","2016","136173.62","1.392","72.517","88899.163","1497476.38",
"MI","Greenwood","6035","8","2016","159833.36","0.522","87.799","102375.757","1725685.137",
"MI","Greenwood","6035","9","2016","59241.38","0.204","28.076","40037.441","674730.762",
"MI","Greenwood","6035","10","2016","13863.55","0.048","2.327","9345.705","157271.353",
"MI","Greenwood","6035","11","2016","10952.62","0.037","1.774","7202.011","121187.566",
"MI","Greenwood","6035","12","2016","12075.68","0.041","2.037","8233.671","138547.868",
"MI","Hancock Peakers","1730","1","2016",,,,,,
"MI","Hancock Peakers","1730","2","2016",,,,,,
"MI","Hancock Peakers","1730","3","2016",,,,,,
"MI","Hancock Peakers","1730","4","2016","61.88","0","0.146","24.5","416",
"MI","Hancock Peakers","1730","5","2016","235.92","0.001","1.423","240","4064.9",
"MI","Hancock Peakers","1730","6","2016","230.39","0.002","1.418","238.9","4051",
"MI","Hancock Peakers","1730","7","2016","1691.58","0.009","9.609","1619.1","27452.7",
"MI","Hancock Peakers","1730","8","2016","2882.79","0.014","16.123","2716.3","46063.7",
"MI","Hancock Peakers","1730","9","2016","372.93","0.001","2.028","341.6","5792.9",
"MI","Hancock Peakers","1730","10","2016",,,,,,
"MI","Hancock Peakers","1730","11","2016",,,,,,
"MI","Hancock Peakers","1730","12","2016",,,,,,
"MI","J B Sims","1825","1","2016","19903.54","34.047","33.01","20532.26","200119.929",
"MI","J B Sims","1825","2","2016","27301.15","45.575","43.648","27709.255","270066.39",
"MI","J B Sims","1825","3","2016","14854.75","19.902","22.662","14887.121","145101.183",
"MI","J B Sims","1825","4","2016",,,,,,
"MI","J B Sims","1825","5","2016","32906","41.125","49.947","30364.864","295956.924",
"MI","J B Sims","1825","6","2016","33866.49","21.293","47.844","32267.947","314500.176",
"MI","J B Sims","1825","7","2016","42474","34.899","53.487","39916.3","389066.6",
"MI","J B Sims","1825","8","2016","43814.72","39.013","56.937","41313.007","402661.525",
"MI","J B Sims","1825","9","2016","40676.94","37.726","56.621","37881.986","369219.742",
"MI","J B Sims","1825","10","2016",,,,,,
"MI","J B Sims","1825","11","2016","29282","40.568","44.679","26376.44","257086.016",
"MI","J B Sims","1825","12","2016","35763.4","51.167","51.636","32929.747","320940.476",
"MI","J C Weadock","1720","1","2016","193906","681.518","192.678","184827.5","1762280.9",
"MI","J C Weadock","1720","2","2016","171439","605.741","174.266","163732.7","1561136.9",
"MI","J C Weadock","1720","3","2016","88827.55","348.053","113.057","109020.455","1039467.075",
"MI","J C Weadock","1720","4","2016",,,,,,
"MI","J C Weadock","1720","5","2016",,,,,,
"MI","J C Weadock","1720","6","2016",,,,,,
"MI","J H Campbell","1710","1","2016","649414.75","1593.856","158.126","694896.8","6625649.625",
"MI","J H Campbell","1710","2","2016","529339","1286.279","116.559","560389.4","5343145.8",
"MI","J H Campbell","1710","3","2016","204622.82","510.747","127.921","217218.97","2071123.754",
"MI","J H Campbell","1710","4","2016","273279","648.792","141.391","287095.1","2737373.2",
"MI","J H Campbell","1710","5","2016","352261","903.946","156.166","360418.1","3436485.3",
"MI","J H Campbell","1710","6","2016","294357","721.646","112.035","319928.333","3050442.886",
"MI","J H Campbell","1710","7","2016","540473.9","1209.362","222.624","582358.939","5552644.092",
"MI","J H Campbell","1710","8","2016","889765","1701.166","223.636","895570.2","8539003.6",
"MI","J H Campbell","1710","9","2016","849249","1567.498","261.266","836480.4","7975615.8",
"MI","J H Campbell","1710","10","2016","871325.25","1193.369","226.785","847712.675","8082691.65",
"MI","J H Campbell","1710","11","2016","791494.5","1108.538","255.001","778062.125","7418580.4",
