State, Facility Name, Facility ID (ORISPL), Month, Year, Gross Load (MW-h), SO2 (tons), NOx (tons), CO2 (short tons), Heat Input (MMBtu)
"AR","Fulton","7825","6","2016","7535.81","0.024","2","4659.376","78399.782",
"AR","Fulton","7825","7","2016","3457.68","0.011","0.924","2166.279","36449.211",
"AR","Fulton","7825","8","2016","1539.64","0.005","0.387","933.725","15713.936",
"AR","Fulton","7825","9","2016","6456.49","0.021","1.891","4102.476","69033.033",
"AR","Fulton","7825","10","2016","11543.18","0.037","3.378","7246.643","121935.283",
"AR","Fulton","7825","11","2016","2827.37","0.009","0.868","1746.997","29396.572",
"AR","Fulton","7825","12","2016","565.94","0.002","0.223","370.079","6228.835",
"AR","Harry D. Mattison Power Plant","56328","1","2016",,,,,,
"AR","Harry D. Mattison Power Plant","56328","2","2016","1890.91","0.008","1.017","1432.3","24269.8",
"AR","Harry D. Mattison Power Plant","56328","3","2016","306.19","0.002","0.779","261.3","4428.4",
"AR","Harry D. Mattison Power Plant","56328","4","2016","927.6","0.004","0.316","705.2","11952",
"AR","Harry D. Mattison Power Plant","56328","5","2016","10122.56","0.04","6.336","7500.3","127115",
"AR","Harry D. Mattison Power Plant","56328","6","2016","75246.92","0.284","33.6","55840.6","946481.5",
"AR","Harry D. Mattison Power Plant","56328","7","2016","7516.03","0.03","2.585","5678.1","96214.3",
"AR","Harry D. Mattison Power Plant","56328","8","2016","9085.23","0.036","3.882","6875.3","116510.9",
"AR","Harry D. Mattison Power Plant","56328","9","2016","10876.2","0.042","3.711","8090.7","137128.9",
"AR","Harry D. Mattison Power Plant","56328","10","2016","2424.22","0.01","0.648","1812.7","30723.4",
"AR","Harry D. Mattison Power Plant","56328","11","2016","1265.18","0.004","0.377","945.9","16034.1",
"AR","Harry D. Mattison Power Plant","56328","12","2016","1.77","0","0.084","14.1","238.3",
"AR","Hot Spring  Energy Facility","55418","1","2016","327498.67","0.695","7.366","137688.807","2316895.354",
"AR","Hot Spring  Energy Facility","55418","2","2016","367945","0.795","9.336","157396.6","2648509.1",
"AR","Hot Spring  Energy Facility","55418","3","2016","308011.56","0.679","10.172","134412.203","2261706.06",
"AR","Hot Spring  Energy Facility","55418","4","2016","158554.25","0.348","5.371","69082.595","1162452.515",
"AR","Hot Spring  Energy Facility","55418","5","2016","149124.47","0.308","4.74","60894.032","1024669.353",
"AR","Hot Spring  Energy Facility","55418","6","2016","341398.79","0.676","9.988","133746.813","2250555.439",
"AR","Hot Spring  Energy Facility","55418","7","2016","346101.46","0.675","10.035","133771.095","2250958.198",
"AR","Hot Spring  Energy Facility","55418","8","2016","352842.16","0.694","10.363","137601.198","2315402.831",
"AR","Hot Spring  Energy Facility","55418","9","2016","296533.31","0.57","8.538","112821.767","1898435.882",
"AR","Hot Spring  Energy Facility","55418","10","2016","98607.14","0.202","3.16","39910.811","671571.229",
"AR","Hot Spring  Energy Facility","55418","11","2016","195868.65","0.391","5.547","77515.401","1304330.921",
"AR","Hot Spring  Energy Facility","55418","12","2016","47040.95","0.092","1.773","18286.207","307699.732",
"AR","Independence","6641","1","2016","521338.34","1487.78","618.126","516258.367","4925268.215",
"AR","Independence","6641","2","2016","317026.34","923.899","415.116","330909.907","3155370.255",
"AR","Independence","6641","3","2016","365679.63","1044.411","456.895","383466.155","3657791.608",
"AR","Independence","6641","4","2016","659063.22","1736.297","792.72","663952.42","6331457.974",
"AR","Independence","6641","5","2016","625191","1719.916","731.445","646949.3","6168480",
"AR","Independence","6641","6","2016","884715","2504.162","1005.922","914581.9","8720272.7",
"AR","Independence","6641","7","2016","941800","2555.224","1168.638","959975.2","9153081.7",
"AR","Independence","6641","8","2016","848860.45","2423.27","1085.255","865015.265","8247665.15",
"AR","Independence","6641","9","2016","975168","2805.043","1223.029","979346.3","9337765.1",
"AR","Independence","6641","10","2016","616857","1588.405","767.966","598510.779","5707490.766",
"AR","Independence","6641","11","2016","298222.44","810.644","350.46","294754.366","2812950.187",
"AR","Independence","6641","12","2016","1086842.88","2970.543","1248.089","1081322.759","10311505.119",
"AR","John W. Turk Jr. Power Plant","56564","1","2016","354816","90.612","59.501","316145.1","3014355.1",
"AR","John W. Turk Jr. Power Plant","56564","2","2016","293359","76.579","48.65","265113.3","2527780.5",
"AR","John W. Turk Jr. Power Plant","56564","3","2016","305498","85.224","54.034","283716.8","2705143",
"AR","John W. Turk Jr. Power Plant","56564","4","2016","319380.24","80.264","55.243","301207.326","2871918.399",
"AR","John W. Turk Jr. Power Plant","56564","5","2016","116076.83","36.275","20.533","111192.269","1060186.464",
"AR","John W. Turk Jr. Power Plant","56564","6","2016","365123.14","73.44","64.345","354248.732","3377673.556",
"AR","John W. Turk Jr. Power Plant","56564","7","2016","384078.41","89.095","64.191","374530.471","3571037.218",
"AR","John W. Turk Jr. Power Plant","56564","8","2016","412877","88.272","66.811","393472.5","3751656.6",
"AR","John W. Turk Jr. Power Plant","56564","9","2016","413102","99.129","71.435","390874.8","3726881.9",
"AR","John W. Turk Jr. Power Plant","56564","10","2016","431085","95.475","74.646","401259.8","3825898.4",
"AR","John W. Turk Jr. Power Plant","56564","11","2016","302969.14","72.605","53.36","281167.496","2680847.842",
"AR","John W. Turk Jr. Power Plant","56564","12","2016","285836.19","62.217","55.404","264436.878","2521325.898",
"AR","Lake Catherine","170","1","2016","5789.04","0.024","8.84","4755.602","80019.33",
"AR","Lake Catherine","170","2","2016","3640.45","0.013","5.957","2482.844","41774.889",
"AR","Lake Catherine","170","3","2016","54899.6","0.173","72.107","34230.078","575979.996",
"AR","Lake Catherine","170","4","2016","24086","0.076","33.945","14994.646","252316.263",
"AR","Lake Catherine","170","5","2016","139956.89","0.422","239.594","83529.374","1405547.366",
"AR","Lake Catherine","170","6","2016","67376.94","0.221","90.3","43736.73","735950.426",
"AR","Lake Catherine","170","7","2016","27062.7","0.096","34.051","18932.819","318586.263",
"AR","Lake Catherine","170","8","2016",,,,,,
"AR","Lake Catherine","170","9","2016","3962.75","0.014","5.539","2755.005","46354.928",
"AR","Lake Catherine","170","10","2016",,,,,,
"AR","Lake Catherine","170","11","2016","0","0","0.093","64.437","1085.673",
"AR","Lake Catherine","170","12","2016","32044.32","0.106","38.509","21048.082","354178.409",
"AR","Magnet Cove Generating Station","55714","1","2016","384538.67","0.729","14.663","144428.604","2430307.126",
"AR","Magnet Cove Generating Station","55714","2","2016","58318.84","0.11","2.688","21878.62","368153.024",
"AR","Magnet Cove Generating Station","55714","3","2016","250976.31","0.48","9.317","95088.405","1600038.996",
"AR","Magnet Cove Generating Station","55714","4","2016",,,,,,
"AR","Magnet Cove Generating Station","55714","5","2016","52121.11","0.102","2.186","20167.502","339357.782",
"AR","Magnet Cove Generating Station","55714","6","2016","118163.12","0.231","4.155","45751.592","769845.864",
"AR","Magnet Cove Generating Station","55714","7","2016","312487.85","0.603","12.822","119441.197","2009804.856",
"AR","Magnet Cove Generating Station","55714","8","2016","283495.81","0.549","11.462","108859.213","1831763.943",
"AR","Magnet Cove Generating Station","55714","9","2016","143071.56","0.276","6.399","54754.363","921341.647",
"AR","Magnet Cove Generating Station","55714","10","2016","348416.85","0.672","13.967","133006.005","2238085.506",
"AR","Magnet Cove Generating Station","55714","11","2016","340187.91","0.651","13.643","128900.029","2169001.926",
"AR","Magnet Cove Generating Station","55714","12","2016","29698.5","0.057","1.721","11374.6","191407.06",
"AR","McClellan","203","1","2016",,,,,,
"AR","McClellan","203","2","2016",,,,,,
"AR","McClellan","203","3","2016",,,,,,
"AR","McClellan","203","4","2016",,"0.005","2.822","802.898","13542.521",
"AR","McClellan","203","5","2016",,,,,,
"AR","McClellan","203","6","2016",,"2.352","27.277","13737.598","224766.554",
"AR","McClellan","203","7","2016",,"0.076","33.854","17381.2","293223.4",
"AR","McClellan","203","8","2016",,"0.033","15.084","7306.08","123239.66",
"AR","McClellan","203","9","2016",,"0.004","1.205","720.461","12154.578",
"AR","McClellan","203","10","2016",,"0.022","11.577","4852.317","81854.235",
"AR","McClellan","203","11","2016",,"0.007","3.251","1500.74","25316.11",
"AR","McClellan","203","12","2016",,,,,,
"AR","Oswald Generating Station","55221","1","2016","10006.25","0.023","4.076","4770.381","80278.888",
"AR","Oswald Generating Station","55221","2","2016","9082.47","0.022","3.692","4194.438","70589.04",
"AR","Oswald Generating Station","55221","3","2016","33728.39","0.079","10.613","15570.773","262031.474",
"AR","Oswald Generating Station","55221","4","2016","15969.52","0.039","5.727","7711.894","129776.979",
"AR","Oswald Generating Station","55221","5","2016","63819.58","0.155","25.819","30451.09","512437.91",
"AR","Oswald Generating Station","55221","6","2016","93100.71","0.227","43.697","44996.495","757123.302",
"AR","Oswald Generating Station","55221","7","2016","91119.36","0.222","44.134","44113.428","742300.34",
"AR","Oswald Generating Station","55221","8","2016","83519.61","0.205","39.16","40435.579","680422.71",
"AR","Oswald Generating Station","55221","9","2016","46592.48","0.115","19.942","22788.11","383448.509",
"AR","Oswald Generating Station","55221","10","2016","40255.4","0.095","16.775","18863.348","317416.688",
"AR","Oswald Generating Station","55221","11","2016","23382.15","0.056","8.791","11220.909","188805.633",
"AR","Oswald Generating Station","55221","12","2016","12740.83","0.032","5.62","6204.49","104403.037",
"AR","Plum Point Energy Station","56456","1","2016","437583","290.006","154.64","459963.2","4483081.7",
"AR","Plum Point Energy Station","56456","2","2016","389435","256.499","141.025","412097.1","4016533.7",
"AR","Plum Point Energy Station","56456","3","2016","396722","258.064","142.559","413262.1","4027897.5",
"AR","Plum Point Energy Station","56456","4","2016","297212.4","183.447","101.922","298336.58","2907762.56",
"AR","Plum Point Energy Station","56456","5","2016","207560.78","124.595","72.264","205035.446","1998396.785",
"AR","Plum Point Energy Station","56456","6","2016","351293.12","192.862","102.725","303660.708","2963343.63",
"AR","Plum Point Energy Station","56456","7","2016","512253","273.168","141.569","417778.3","4071900.9",
"AR","Plum Point Energy Station","56456","8","2016","496351","268.928","141.173","411937.4","4014984.2",
"AR","Plum Point Energy Station","56456","9","2016","475124","276.434","154.976","434803.6","4237851",
"AR","Plum Point Energy Station","56456","10","2016","490070","301.058","175.811","474244.7","4622266.6",
"AR","Plum Point Energy Station","56456","11","2016","466451","292.335","168.127","453914.9","4424124.4",
"AR","Plum Point Energy Station","56456","12","2016","492951","320.622","177.518","503908.4","4911374.5",
"AR","Thomas Fitzhugh","201","1","2016",,,,,,
"AR","Thomas Fitzhugh","201","2","2016",,,,,,
"AR","Thomas Fitzhugh","201","3","2016",,,,,,
"AR","Thomas Fitzhugh","201","4","2016","2756.02","0.008","1.082","1515.969","25512.364",
"AR","Thomas Fitzhugh","201","5","2016",,,,,,
"AR","Thomas Fitzhugh","201","6","2016","54419.86","0.143","16.903","28271.484","475733.637",
"AR","Thomas Fitzhugh","201","7","2016","24900.98","0.066","7.576","13077.654","220047.297",
"AR","Thomas Fitzhugh","201","8","2016","34008.32","0.091","11.216","17996.339","302811.082",
"AR","Thomas Fitzhugh","201","9","2016","24828.02","0.066","8.695","13086.408","220206.04",
"AR","Thomas Fitzhugh","201","10","2016","33183.47","0.096","15.455","19075.775","320982.677",
"AR","Thomas Fitzhugh","201","11","2016","58562.25","0.148","24.743","29317.15","493329.125",
"AR","Thomas Fitzhugh","201","12","2016","27774.48","0.074","13.646","14537.461","244630.093",
"AR","Union Power Station","55380","1","2016","333901.68","0.795","14.647","157450.45","2649431.734",
"AR","Union Power Station","55380","2","2016","202970.64","0.49","9.046","97091.005","1633730.562",
"AR","Union Power Station","55380","3","2016","853401.31","2.084","43.488","412847.351","6947063.178",
"AR","Union Power Station","55380","4","2016","996199.21","2.43","45.865","481313.106","8099181.033",
"AR","Union Power Station","55380","5","2016","840060.29","2.057","40.104","407380.458","6855105.81",
"AR","Union Power Station","55380","6","2016","1074915.56","2.603","48.415","515337.096","8671503.926",
"AR","Union Power Station","55380","7","2016","950659.97","2.306","44.867","456957.547","7689215.281",
"AR","Union Power Station","55380","8","2016","1134663.55","2.734","51.525","541653.969","9114427.884",
"AR","Union Power Station","55380","9","2016","442933.87","1.071","22.389","212214.707","3570898.601",
"AR","Union Power Station","55380","10","2016","551167.6","1.182","24.089","234090.88","3939009.957",
"AR","Union Power Station","55380","11","2016","655089.39","1.401","28.742","277397.202","4667798.602",
"AR","Union Power Station","55380","12","2016","527895.08","1.096","23.411","216807.217","3648217.398",
"AR","White Bluff","6009","1","2016","467439.86","1356.724","649.158","511784.19","4886936.892",
"AR","White Bluff","6009","2","2016","551337.9","1591.04","820.178","610083.484","5818683.362",
"AR","White Bluff","6009","3","2016","270147.45","838.944","472.712","315781.842","3013621.766",
"AR","White Bluff","6009","4","2016","7172.66","23.316","12.959","9709.366","95487.02",
"AR","White Bluff","6009","5","2016","21710.68","62.234","50.493","25747.311","246450.33",
"AR","White Bluff","6009","6","2016","435747.81","1330.718","709.627","497227.342","4743654.018",
"AR","White Bluff","6009","7","2016","672126","2107.489","1125.804","773159.7","7372126.7",
"AR","White Bluff","6009","8","2016","663335","2068.316","1115.068","762286.3","7268198.9",
"AR","White Bluff","6009","9","2016","838118","2677.421","1333.16","933478.9","8900460.2",
"AR","White Bluff","6009","10","2016","823686.28","2410.612","1299.718","904252.68","8621767.684",
"AR","White Bluff","6009","11","2016","423935","1297.449","718.054","456069.5","4348496.9",
"AR","White Bluff","6009","12","2016","842807.85","2571.759","1412.427","925598.168","8833648.523",
"AZ","APS Saguaro Power Plant","118","1","2016","260.43","0.001","0.143","253.706","4268.652",
"AZ","APS Saguaro Power Plant","118","2","2016","657.43","0.003","0.363","563.417","9483.063",
"AZ","APS Saguaro Power Plant","118","3","2016","1589.7","0.007","0.479","1368.905","23038.309",
"AZ","APS Saguaro Power Plant","118","4","2016","1433.56","0.006","0.484","1247.034","20981.512",
"AZ","APS Saguaro Power Plant","118","5","2016","1491.1","0.007","0.447","1333.907","22445.386",
"AZ","APS Saguaro Power Plant","118","6","2016","3489.4","0.015","0.951","2918.102","49103.142",
"AZ","APS Saguaro Power Plant","118","7","2016","2021.88","0.018","0.538","1748.323","29416.554",
"AZ","APS Saguaro Power Plant","118","8","2016","634.65","0.006","0.158","557.785","9384.823",
"AZ","APS Saguaro Power Plant","118","9","2016","689.93","0.006","0.196","622.292","10468.743",
"AZ","APS Saguaro Power Plant","118","10","2016","86.85","0.001","0.13","81.062","1364.486",
"AZ","APS Saguaro Power Plant","118","11","2016","0","0","0.006","3.296","55.584",
"AZ","APS Saguaro Power Plant","118","12","2016","183.23","0.002","0.124","161.234","2712.947",
"AZ","APS West Phoenix Power Plant","117","1","2016","237734.42","0.564","16.343","111654.954","1878841.374",
"AZ","APS West Phoenix Power Plant","117","2","2016","37247.77","0.092","3.639","18163.285","305639.476",
"AZ","APS West Phoenix Power Plant","117","3","2016","155385.88","0.367","11.349","72903.273","1226746.711",
"AZ","APS West Phoenix Power Plant","117","4","2016","285146.08","0.667","18.642","132142.993","2223536.393",
"AZ","APS West Phoenix Power Plant","117","5","2016","109950.39","0.257","7.739","50958.633","857449.725",
"AZ","APS West Phoenix Power Plant","117","6","2016","214901.96","0.506","15.337","100107.732","1684512.622",
